,index,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Notes,Capacity,Attendance Ratio,Polarized Sentiment Ratio,Positive Sentiment Ratio,Negative Sentiment Ratio,At Home
24,346,2018-12-03 19:30:00+00:00,7:30p,Denver Nuggets,106,Toronto Raptors,103,Box Score,,19800,,19800,1.0,0.5833333333333334,0.4166666666666667,0.16666666666666666,Home
25,362,2018-12-05 20:00:00+00:00,8:00p,Philadelphia 76ers,102,Toronto Raptors,113,Box Score,,19800,,19800,1.0,0.6521739130434783,0.34782608695652173,0.30434782608695654,Home
26,370,2018-12-07 19:30:00+00:00,7:30p,Toronto Raptors,105,Brooklyn Nets,106,Box Score,OT,14035,,17732,0.7915068802165577,0.6206896551724138,0.4827586206896552,0.13793103448275862,Away
27,387,2018-12-09 18:00:00+00:00,6:00p,Milwaukee Bucks,104,Toronto Raptors,99,Box Score,,19800,,19800,1.0,0.7,0.3,0.4,Home
28,403,2018-12-11 22:30:00+00:00,10:30p,Toronto Raptors,123,Los Angeles Clippers,99,Box Score,,17812,,19068,0.934130480385987,0.5,0.2,0.3,Away
29,414,2018-12-12 22:30:00+00:00,10:30p,Toronto Raptors,113,Golden State Warriors,93,Box Score,,19596,,18064,1.0,0.46153846153846156,0.23076923076923078,0.23076923076923078,Away
30,426,2018-12-14 22:00:00+00:00,10:00p,Toronto Raptors,122,Portland Trail Blazers,128,Box Score,,19458,,19441,1.0,0.8125,0.4375,0.375,Away
31,441,2018-12-16 20:00:00+00:00,8:00p,Toronto Raptors,86,Denver Nuggets,95,Box Score,,19520,,19520,1.0,0.36363636363636365,0.18181818181818182,0.18181818181818182,Away
32,458,2018-12-19 19:30:00+00:00,7:30p,Indiana Pacers,96,Toronto Raptors,99,Box Score,,19800,,19800,1.0,0.5,0.25,0.25,Home
33,469,2018-12-21 19:00:00+00:00,7:00p,Cleveland Cavaliers,110,Toronto Raptors,126,Box Score,,19800,,19800,1.0,0.5238095238095238,0.3333333333333333,0.19047619047619047,Home
34,480,2018-12-22 19:30:00+00:00,7:30p,Toronto Raptors,101,Philadelphia 76ers,126,Box Score,,20691,,20478,1.0,0.47058823529411764,0.058823529411764705,0.4117647058823529,Away
35,505,2018-12-26 19:30:00+00:00,7:30p,Toronto Raptors,106,Miami Heat,104,Box Score,,19902,,19600,1.0,0.7272727272727273,0.5454545454545454,0.18181818181818182,Away
36,518,2018-12-28 19:00:00+00:00,7:00p,Toronto Raptors,87,Orlando Magic,116,Box Score,,18846,,18846,1.0,0.5,0.5,0.0,Away
37,537,2018-12-30 18:00:00+00:00,6:00p,Chicago Bulls,89,Toronto Raptors,95,Box Score,,19800,,19800,1.0,0.8333333333333334,0.4166666666666667,0.4166666666666667,Home
38,548,2019-01-01 19:30:00+00:00,7:30p,Utah Jazz,116,Toronto Raptors,122,Box Score,,19800,,19800,1.0,0.5714285714285714,0.23809523809523808,0.3333333333333333,Home
39,562,2019-01-03 20:00:00+00:00,8:00p,Toronto Raptors,107,San Antonio Spurs,125,Box Score,,18354,,18418,0.9965251384515148,0.5,0.20833333333333334,0.2916666666666667,Away
40,579,2019-01-05 20:30:00+00:00,8:30p,Toronto Raptors,123,Milwaukee Bucks,116,Box Score,,18028,,17500,1.0,0.47058823529411764,0.08823529411764706,0.38235294117647056,Away
41,588,2019-01-06 19:30:00+00:00,7:30p,Indiana Pacers,105,Toronto Raptors,121,Box Score,,19800,,19800,1.0,0.3333333333333333,0.3333333333333333,0.0,Home
42,601,2019-01-08 19:30:00+00:00,7:30p,Atlanta Hawks,101,Toronto Raptors,104,Box Score,,19800,,19800,1.0,0.5227272727272727,0.2727272727272727,0.25,Home
43,623,2019-01-11 19:30:00+00:00,7:30p,Brooklyn Nets,105,Toronto Raptors,122,Box Score,,19800,,19800,1.0,0.574468085106383,0.3829787234042553,0.19148936170212766,Home
44,638,2019-01-13 13:00:00+00:00,1:00p,Toronto Raptors,140,Washington Wizards,138,Box Score,2OT,16919,,20356,0.8311554332874828,0.5217391304347826,0.30434782608695654,0.21739130434782608,Away
45,657,2019-01-16 20:00:00+00:00,8:00p,Toronto Raptors,108,Boston Celtics,117,Box Score,,18624,,18624,1.0,0.3333333333333333,0.1111111111111111,0.2222222222222222,Away
46,667,2019-01-17 19:30:00+00:00,7:30p,Phoenix Suns,109,Toronto Raptors,111,Box Score,,19800,,19800,1.0,0.4444444444444444,0.1111111111111111,0.3333333333333333,Home
47,683,2019-01-19 19:30:00+00:00,7:30p,Memphis Grizzlies,90,Toronto Raptors,119,Box Score,,19800,,19800,1.0,0.75,0.4583333333333333,0.2916666666666667,Home
48,701,2019-01-22 19:00:00+00:00,7:00p,Sacramento Kings,105,Toronto Raptors,120,Box Score,,19800,,19800,1.0,0.5555555555555556,0.2222222222222222,0.3333333333333333,Home
49,705,2019-01-23 19:00:00+00:00,7:00p,Toronto Raptors,106,Indiana Pacers,110,Box Score,,16879,,17923,0.9417508229649054,0.4666666666666667,0.2,0.26666666666666666,Away
50,723,2019-01-25 20:00:00+00:00,8:00p,Toronto Raptors,119,Houston Rockets,121,Box Score,,18055,,18055,1.0,0.7333333333333333,0.4,0.3333333333333333,Away
51,737,2019-01-27 19:00:00+00:00,7:00p,Toronto Raptors,123,Dallas Mavericks,120,Box Score,,20308,,19200,1.0,0.4166666666666667,0.25,0.16666666666666666,Away
52,765,2019-01-31 20:00:00+00:00,8:00p,Milwaukee Bucks,105,Toronto Raptors,92,Box Score,,19800,,19800,1.0,0.375,0.0625,0.3125,Home
53,788,2019-02-03 15:00:00+00:00,3:00p,Los Angeles Clippers,103,Toronto Raptors,121,Box Score,,19800,,19800,1.0,0.631578947368421,0.15789473684210525,0.47368421052631576,Home
54,801,2019-02-05 20:00:00+00:00,8:00p,Toronto Raptors,119,Philadelphia 76ers,107,Box Score,,20472,,20478,0.9997070026369764,0.6538461538461539,0.34615384615384615,0.3076923076923077,Away
55,812,2019-02-07 19:30:00+00:00,7:30p,Toronto Raptors,119,Atlanta Hawks,101,Box Score,,16036,,18118,0.8850866541560879,0.6363636363636364,0.09090909090909091,0.5454545454545454,Away
56,827,2019-02-09 19:30:00+00:00,7:30p,Toronto Raptors,104,New York Knicks,99,Box Score,,18886,,19812,0.9532606501110438,0.5454545454545454,0.3181818181818182,0.22727272727272727,Away
57,841,2019-02-11 19:30:00+00:00,7:30p,Brooklyn Nets,125,Toronto Raptors,127,Box Score,,19800,,19800,1.0,0.42105263157894735,0.3157894736842105,0.10526315789473684,Home
58,856,2019-02-13 19:30:00+00:00,7:30p,Washington Wizards,120,Toronto Raptors,129,Box Score,,19800,,19800,1.0,0.6,0.28,0.32,Home
59,875,2019-02-22 19:00:00+00:00,7:00p,San Antonio Spurs,117,Toronto Raptors,120,Box Score,,20058,,19800,1.0,0.45454545454545453,0.2727272727272727,0.18181818181818182,Home
60,893,2019-02-24 15:30:00+00:00,3:30p,Orlando Magic,113,Toronto Raptors,98,Box Score,,19800,,19800,1.0,0.47058823529411764,0.3235294117647059,0.14705882352941177,Home
61,908,2019-02-26 20:00:00+00:00,8:00p,Boston Celtics,95,Toronto Raptors,118,Box Score,,19800,,19800,1.0,0.5263157894736842,0.3157894736842105,0.21052631578947367,Home
62,930,2019-03-01 20:00:00+00:00,8:00p,Portland Trail Blazers,117,Toronto Raptors,119,Box Score,,19800,,19800,1.0,0.6551724137931034,0.3793103448275862,0.27586206896551724,Home
63,948,2019-03-03 18:00:00+00:00,6:00p,Toronto Raptors,107,Detroit Pistons,112,Box Score,OT,19161,,20332,0.942406059413732,0.6666666666666666,0.4074074074074074,0.25925925925925924,Away
64,962,2019-03-05 20:00:00+00:00,8:00p,Houston Rockets,107,Toronto Raptors,95,Box Score,,19800,,19800,1.0,0.7333333333333333,0.2,0.5333333333333333,Home
65,982,2019-03-08 20:00:00+00:00,8:00p,Toronto Raptors,127,New Orleans Pelicans,104,Box Score,,17325,,16867,1.0,0.5882352941176471,0.29411764705882354,0.29411764705882354,Away
66,992,2019-03-10 15:30:00+00:00,3:30p,Toronto Raptors,125,Miami Heat,104,Box Score,,19600,,19600,1.0,0.6808510638297872,0.23404255319148937,0.44680851063829785,Away
67,1000,2019-03-11 19:00:00+00:00,7:00p,Toronto Raptors,101,Cleveland Cavaliers,126,Box Score,,19432,,19432,1.0,0.6666666666666666,0.2692307692307692,0.3974358974358974,Away
68,1022,2019-03-14 20:00:00+00:00,8:00p,Los Angeles Lakers,98,Toronto Raptors,111,Box Score,,19962,,19800,1.0,0.7486910994764397,0.17801047120418848,0.5706806282722513,Home
69,1044,2019-03-17 16:00:00+00:00,4:00p,Toronto Raptors,107,Detroit Pistons,110,Box Score,,19277,,20332,0.948111351564037,0.7261146496815286,0.2229299363057325,0.5031847133757962,Away
70,1052,2019-03-18 19:30:00+00:00,7:30p,New York Knicks,92,Toronto Raptors,128,Box Score,,19800,,19800,1.0,0.6966292134831461,0.25842696629213485,0.43820224719101125,Home
71,1071,2019-03-20 21:30:00+00:00,9:30p,Toronto Raptors,123,Oklahoma City Thunder,114,Box Score,OT,18203,,18203,1.0,0.726027397260274,0.2328767123287671,0.4931506849315068,Away
72,1082,2019-03-22 19:30:00+00:00,7:30p,Oklahoma City Thunder,116,Toronto Raptors,109,Box Score,,20014,,19800,1.0,0.6822916666666666,0.1875,0.4947916666666667,Home
73,1097,2019-03-24 18:00:00+00:00,6:00p,Charlotte Hornets,115,Toronto Raptors,114,Box Score,,19800,,19800,1.0,0.6293103448275862,0.19827586206896552,0.43103448275862066,Home
74,1109,2019-03-26 19:30:00+00:00,7:30p,Chicago Bulls,103,Toronto Raptors,112,Box Score,,19800,,19800,1.0,0.7447916666666666,0.203125,0.5416666666666666,Home
75,1124,2019-03-28 19:30:00+00:00,7:30p,Toronto Raptors,117,New York Knicks,92,Box Score,,19812,,19812,1.0,0.6842105263157895,0.22807017543859648,0.45614035087719296,Away
76,1141,2019-03-30 20:00:00+00:00,8:00p,Toronto Raptors,124,Chicago Bulls,101,Box Score,,21238,,20917,1.0,0.5983606557377049,0.14754098360655737,0.45081967213114754,Away
77,1155,2019-04-01 19:30:00+00:00,7:30p,Orlando Magic,109,Toronto Raptors,121,Box Score,,19800,,19800,1.0,0.6481481481481481,0.1574074074074074,0.49074074074074076,Home
78,1168,2019-04-03 19:30:00+00:00,7:30p,Toronto Raptors,115,Brooklyn Nets,105,Box Score,,17732,,17732,1.0,0.65625,0.265625,0.390625,Away
79,1179,2019-04-05 19:00:00+00:00,7:00p,Toronto Raptors,111,Charlotte Hornets,113,Box Score,,18684,,19077,0.9793992766158199,0.6612903225806451,0.13709677419354838,0.5241935483870968,Away
80,1194,2019-04-07 12:00:00+00:00,12:00p,Miami Heat,109,Toronto Raptors,117,Box Score,OT,19800,,19800,1.0,0.6875,0.203125,0.484375,Home
81,1213,2019-04-09 20:00:00+00:00,8:00p,Toronto Raptors,120,Minnesota Timberwolves,100,Box Score,,16119,,18978,0.8493518811255137,0.6666666666666666,0.19540229885057472,0.47126436781609193,Away
